CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,NGP,APB-SUMATE,LIBRE,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005457,18,15,9,12,6,2,3,3,8,7,8,17,15,,,,,2,7,12,20,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005467,19,11,17,10,10,1,2,3,7,1,16,19,7,,,,,6,10,19,23,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005477,20,33,18,17,3,0,1,4,5,3,18,15,10,,,,,1,8,16,21,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005487,21,17,11,11,7,0,3,1,5,2,26,16,8,,,,,3,7,16,15,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001107,1,13,17,6,6,3,1,3,1,3,7,20,10,,,,,3,12,14,24,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001117,2,18,12,20,3,1,1,2,8,3,18,16,10,,,,,1,7,13,16,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001127,3,18,21,14,9,0,0,1,8,2,23,14,14,,,,,5,6,9,22,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001137,4,22,18,15,2,0,4,2,3,3,13,26,15,,,,,1,10,12,22,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001147,5,21,7,18,6,1,1,1,3,2,23,15,13,,,,,2,4,14,23,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001157,6,2,4,3,4,0,0,0,2,1,2,2,1,,,,,0,1,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003927,1,21,14,21,3,5,3,1,4,7,7,7,7,,,,,4,7,4,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003937,2,19,17,24,2,1,2,7,1,3,8,11,9,,,,,3,3,14,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003947,3,16,17,26,3,1,3,2,6,6,4,7,4,,,,,3,7,8,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003957,4,15,20,22,4,0,1,9,7,2,12,9,8,,,,,5,5,19,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003967,5,18,18,17,2,1,3,4,7,4,6,15,7,,,,,3,8,6,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003977,6,14,14,18,3,2,3,6,4,5,4,6,5,,,,,1,12,5,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003987,7,24,16,21,1,0,0,2,3,4,6,12,14,,,,,5,3,2,7,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003157,1,32,7,7,7,1,1,3,5,2,20,17,12,,,,,1,13,6,30,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003167,2,23,16,13,4,0,2,5,6,4,21,11,8,,,,,4,14,13,27,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003177,3,19,13,7,5,2,1,4,2,1,19,11,14,,,,,1,6,12,49,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003187,4,30,13,13,5,1,0,2,2,4,21,12,10,,,,,1,11,16,28,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003197,5,23,20,14,7,1,2,0,4,2,14,15,9,,,,,4,6,10,28,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003207,6,5,2,1,0,0,0,1,2,0,5,2,1,,,,,1,2,2,3,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004047,1,21,18,18,10,1,1,4,2,1,10,15,4,,,,,1,9,13,22,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004057,2,30,17,16,1,4,3,2,2,2,20,8,7,,,,,0,7,10,21,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004067,3,15,18,23,8,1,1,2,5,3,7,12,8,,,,,2,7,10,22,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004077,4,22,21,26,3,2,0,3,6,4,9,9,5,,,,,1,10,12,11,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004087,5,24,19,16,12,1,1,2,3,7,8,13,8,,,,,3,10,10,15,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004097,6,28,14,21,5,0,0,4,1,7,7,10,8,,,,,2,7,12,12,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004107,7,20,18,18,5,0,0,8,1,3,11,7,3,,,,,5,10,9,12,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004117,8,17,17,24,5,0,3,3,5,3,9,10,2,,,,,3,9,6,18,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004127,9,26,14,14,7,1,6,3,8,0,6,11,13,,,,,5,5,6,12,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004137,10,1,1,2,1,0,0,1,2,0,2,5,0,,,,,1,1,3,3,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004417,1,20,28,22,4,1,0,3,6,3,5,14,2,,,,,2,10,6,4,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004427,2,19,15,16,2,1,1,5,10,1,5,25,10,,,,,3,6,10,6,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004437,3,14,24,18,3,2,1,4,8,2,10,12,3,,,,,5,3,15,16,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004447,4,13,19,19,4,0,1,5,5,3,6,14,4,,,,,6,8,8,12,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004457,5,13,22,24,2,1,3,3,6,4,6,12,10,,,,,5,12,17,8,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004467,6,15,18,25,6,3,2,1,6,5,8,13,4,,,,,2,18,16,15,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004477,7,16,19,22,2,0,1,3,4,2,7,12,7,,,,,3,14,12,17,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004487,8,14,15,22,8,3,0,3,5,3,9,14,6,,,,,2,5,10,11,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004497,9,18,25,20,3,2,3,1,3,10,9,10,2,,,,,1,8,20,12,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004507,10,18,17,18,9,1,0,1,5,4,5,6,4,,,,,1,8,13,8,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004517,11,22,18,24,6,0,0,6,6,2,12,6,7,,,,,4,12,6,9,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004527,12,13,11,14,6,3,0,2,4,4,7,8,2,,,,,3,8,11,6,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000177,1,14,23,26,4,2,1,4,6,3,15,7,10,,,,,4,14,7,12,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000187,2,15,8,21,7,3,1,3,6,3,6,13,7,,,,,0,5,8,14,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000197,3,13,17,23,5,2,1,3,5,7,13,11,5,,,,,3,6,16,17,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000207,4,12,17,22,8,1,1,2,2,8,6,7,4,,,,,4,10,18,12,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000217,5,19,16,20,2,1,1,2,7,7,7,13,4,,,,,5,7,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000227,6,21,18,25,3,1,1,3,6,4,9,8,8,,,,,2,8,14,8,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000237,7,16,14,24,4,2,1,0,5,6,9,15,6,,,,,1,12,12,12,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000247,8,14,12,24,6,1,1,1,3,2,4,16,10,,,,,6,8,12,12,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000257,9,10,22,23,3,0,1,2,2,7,6,12,8,,,,,3,15,17,13,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000267,10,32,19,34,11,0,0,3,4,2,8,10,13,,,,,1,6,7,10,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003657,1,23,27,22,13,1,0,6,4,3,7,15,9,,,,,3,7,9,14,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003667,2,19,10,22,10,0,1,5,5,2,16,13,5,,,,,4,8,9,16,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003677,3,22,18,31,3,1,2,1,6,1,10,14,12,,,,,3,6,19,18,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003687,4,20,14,36,9,1,0,4,8,4,14,7,8,,,,,5,6,14,11,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003697,5,25,9,34,7,3,2,1,1,3,9,7,9,,,,,6,4,15,16,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003707,6,18,14,23,4,1,1,2,8,3,9,12,6,,,,,4,11,17,13,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003717,7,17,10,24,6,3,0,3,3,7,12,18,9,,,,,3,11,10,7,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003727,8,16,16,24,8,3,2,1,4,2,7,10,10,,,,,4,9,13,16,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003737,9,0,1,1,0,0,0,0,0,0,1,2,1,,,,,0,2,0,1,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006077,1,22,14,23,3,0,2,2,3,7,8,10,7,,,,,3,8,6,11,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006087,2,19,12,23,7,3,3,1,2,6,4,13,7,,,,,2,6,15,20,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006097,3,14,9,18,9,1,1,3,3,4,6,16,12,,,,,1,12,13,19,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006107,4,19,19,22,4,1,1,5,4,3,9,15,6,,,,,4,4,14,21,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006117,5,19,16,21,5,3,2,3,7,9,9,11,7,,,,,1,6,13,11,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006127,6,24,20,11,4,1,1,5,4,5,16,12,6,,,,,3,8,15,13,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006137,7,19,20,21,5,0,2,5,6,3,9,16,12,,,,,4,3,11,18,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006147,8,27,12,23,6,0,5,6,2,5,20,15,12,,,,,7,11,16,15,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006157,9,16,16,16,2,0,0,4,5,4,10,12,11,,,,,1,8,12,9,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006167,10,10,19,23,5,4,2,2,7,2,15,14,8,,,,,3,2,20,12,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006177,11,9,11,12,3,2,0,2,0,2,10,9,2,,,,,3,3,12,7,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003747,1,14,17,29,6,2,2,3,5,5,8,11,5,,,,,4,3,20,11,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003757,2,17,14,23,6,3,2,3,2,1,12,17,6,,,,,2,11,22,25,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003767,3,15,7,26,7,3,1,0,2,4,9,13,2,,,,,3,8,13,16,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003777,4,16,28,30,4,1,2,3,7,5,22,13,4,,,,,5,9,20,22,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003787,5,14,13,22,6,2,2,2,3,5,10,15,4,,,,,2,3,24,17,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003797,6,16,11,21,11,2,4,2,3,4,11,12,10,,,,,3,4,21,12,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003807,7,19,16,33,4,1,4,0,3,1,11,14,9,,,,,1,8,19,16,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003817,8,18,14,27,4,1,1,5,6,3,11,13,4,,,,,5,8,17,10,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003827,9,15,22,18,8,0,2,2,7,2,10,17,10,,,,,3,3,16,23,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003837,10,23,20,25,8,1,4,1,3,2,8,14,8,,,,,4,3,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003847,11,6,4,8,1,0,0,2,2,0,0,4,0,,,,,0,1,4,4,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005777,1,16,13,24,8,0,0,7,5,4,18,13,13,,,,,2,8,16,15,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005787,2,15,10,28,4,1,0,4,8,3,12,7,6,,,,,4,10,22,18,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005797,3,26,14,22,2,0,7,2,7,3,10,10,8,,,,,2,9,8,26,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005807,4,11,11,23,2,0,2,1,6,5,19,9,14,,,,,2,6,10,13,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005817,5,26,23,22,7,2,3,2,4,1,11,7,7,,,,,4,9,18,22,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005827,6,21,20,22,2,2,1,3,1,6,9,12,6,,,,,3,5,19,13,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005837,7,26,17,22,5,4,3,2,2,4,15,16,7,,,,,1,9,18,15,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005847,8,23,17,20,8,3,4,7,2,2,20,14,7,,,,,1,13,22,19,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005857,9,28,14,25,6,3,1,3,5,3,21,12,8,,,,,5,8,16,8,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005867,10,13,11,26,6,2,2,9,6,6,20,14,4,,,,,4,5,17,18,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005877,11,30,9,21,4,5,6,4,11,1,16,14,12,,,,,4,8,16,17,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005887,12,10,23,16,5,2,2,6,7,5,19,12,10,,,,,6,8,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005897,13,17,5,34,4,3,5,4,7,5,8,9,9,,,,,3,6,18,17,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005907,14,24,16,28,8,0,1,3,5,7,10,10,13,,,,,5,8,10,11,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005917,15,15,13,21,10,1,1,3,4,2,8,3,9,,,,,4,8,18,15,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005927,16,16,15,22,6,1,1,2,5,2,7,11,10,,,,,1,3,12,24,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005937,17,25,20,30,8,1,1,2,5,4,12,10,15,,,,,1,6,21,15,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005947,18,15,19,28,9,2,2,4,12,7,5,13,13,,,,,3,3,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005957,19,25,17,21,8,1,4,3,7,3,14,9,7,,,,,5,11,11,13,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005967,20,22,19,12,14,1,2,0,5,4,10,10,11,,,,,2,9,9,16,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005977,21,17,11,22,4,3,3,5,7,5,11,7,11,,,,,7,7,12,21,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005987,22,15,7,10,2,1,2,0,1,3,4,4,3,,,,,2,4,3,7,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004717,1,17,21,16,8,2,1,1,4,2,12,13,8,,,,,1,13,14,15,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004727,2,16,21,23,7,0,2,7,1,1,13,10,6,,,,,4,10,14,11,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004737,3,16,15,24,7,2,2,2,3,6,6,12,5,,,,,3,9,19,4,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004747,4,20,22,21,3,1,0,1,6,4,5,14,15,,,,,4,3,10,13,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004757,5,14,19,29,4,2,2,2,5,3,10,7,6,,,,,5,5,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004767,6,10,18,27,8,0,2,2,8,8,12,13,10,,,,,5,14,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004777,7,19,26,17,7,0,1,1,1,4,9,9,5,,,,,2,9,13,15,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004787,8,17,18,17,6,0,1,2,7,4,13,17,4,,,,,6,8,12,8,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004797,9,24,17,16,4,0,0,6,9,3,9,8,11,,,,,4,4,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004807,10,4,1,3,2,0,0,1,0,0,5,4,6,,,,,2,1,0,1,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004577,1,26,21,14,3,1,1,4,4,2,5,30,10,,,,,0,2,6,5,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004587,2,13,20,17,4,2,1,0,5,2,1,21,7,,,,,1,10,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004597,3,16,15,23,7,1,0,3,3,3,6,13,4,,,,,0,6,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004607,4,21,11,31,4,1,1,3,1,2,13,16,9,,,,,3,9,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004617,5,11,21,15,2,0,0,1,7,2,2,38,8,,,,,5,4,5,2,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004627,6,23,15,26,4,0,1,3,5,2,8,18,7,,,,,3,7,4,13,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004637,7,17,17,26,5,3,0,2,2,1,8,13,10,,,,,1,6,8,9,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004647,8,16,21,22,3,0,0,5,5,4,9,24,6,,,,,1,6,8,8,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004657,9,13,15,27,2,2,1,3,4,3,5,23,9,,,,,2,3,10,9,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004667,10,13,10,21,7,3,3,4,4,2,8,17,4,,,,,1,5,9,10,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004677,11,13,14,21,2,4,2,4,2,7,8,15,6,,,,,2,9,12,4,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004687,12,17,16,20,5,2,1,5,8,5,6,16,8,,,,,4,4,8,3,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004697,13,12,25,22,5,1,0,0,6,4,8,16,8,,,,,2,8,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004707,14,7,9,9,2,3,0,1,2,2,1,6,3,,,,,1,3,9,1,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007207,1,11,9,20,2,1,0,3,2,1,1,49,4,,,,,0,4,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007217,2,10,7,22,3,0,2,2,1,3,6,30,2,,,,,4,0,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007227,3,15,11,27,2,2,3,2,4,3,2,21,2,,,,,2,2,4,8,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007237,4,13,8,17,2,1,1,4,2,7,7,28,4,,,,,3,3,8,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007247,5,11,13,17,4,2,0,3,0,1,6,55,3,,,,,2,2,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007257,6,12,7,18,5,2,4,5,1,6,3,48,3,,,,,1,1,1,1,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007267,7,12,11,21,6,0,1,0,3,3,5,28,2,,,,,3,2,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007277,8,13,12,25,2,3,2,3,1,3,1,32,4,,,,,2,2,5,2,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007287,9,9,15,19,0,2,1,3,2,3,2,28,5,,,,,3,1,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007297,10,16,6,11,2,2,0,1,0,8,2,46,1,,,,,2,4,4,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007307,11,15,13,22,5,2,2,1,0,4,4,24,3,,,,,2,3,5,3,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007317,12,15,5,16,4,0,1,2,1,12,4,41,2,,,,,0,2,6,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007327,13,9,6,19,1,2,0,3,4,4,4,37,7,,,,,0,2,6,3,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007337,14,12,11,22,4,0,5,1,1,4,2,33,1,,,,,2,4,4,2,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007347,15,11,15,17,0,0,1,2,4,5,0,17,1,,,,,0,3,7,6,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006667,1,11,11,23,3,3,0,5,3,4,2,9,2,,,,,8,2,5,4,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006677,2,12,6,18,3,0,0,6,2,1,2,14,0,,,,,5,4,5,1,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006687,3,7,6,14,1,4,0,4,3,5,3,6,1,,,,,8,3,6,2,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006697,4,12,12,25,0,0,1,0,1,1,6,12,1,,,,,4,2,10,2,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003217,1,15,17,17,3,1,1,3,6,1,17,11,12,,,,,1,8,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003227,2,19,17,24,4,0,1,5,6,3,9,14,6,,,,,5,9,17,9,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003237,3,24,11,15,4,0,2,1,8,2,5,9,7,,,,,7,1,19,14,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003247,4,16,15,35,6,2,1,3,4,1,9,9,8,,,,,2,8,8,12,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003257,5,12,6,9,6,0,1,1,3,1,9,5,7,,,,,1,1,4,12,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006897,1,12,10,26,3,1,2,3,1,4,8,13,7,,,,,5,10,13,11,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006907,2,13,12,23,3,2,3,6,6,2,6,8,4,,,,,4,4,15,8,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006917,3,20,14,30,4,2,2,3,3,2,10,9,9,,,,,4,10,12,13,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006927,4,16,12,22,4,0,1,0,11,3,6,9,7,,,,,3,4,18,3,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006937,5,21,16,26,5,3,1,3,1,2,15,5,10,,,,,4,4,11,5,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006947,6,14,6,22,2,1,2,2,11,8,6,4,7,,,,,5,9,10,6,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006957,7,9,16,31,1,2,1,1,5,5,5,3,11,,,,,3,6,17,7,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006967,8,20,16,37,2,1,2,4,7,3,2,6,7,,,,,6,6,13,10,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006977,9,15,13,33,6,1,2,5,9,4,5,6,5,,,,,3,7,7,12,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006987,10,29,19,24,2,1,2,5,3,2,4,10,4,,,,,1,2,20,8,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006997,11,11,14,14,5,0,1,2,3,6,10,12,13,,,,,5,6,16,4,
