CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,DEMOCRATAS,PDC,ISA,CDC,T,UNIR,PATRIA,AIR,NGP,SOMOSCHACO,MATE,APB-SUMATE,A-UPP,CCGT,FAU
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005527,4,3,0,17,1,,66,5,44,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005537,5,1,1,18,4,,85,8,28,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005547,6,0,1,17,2,,89,9,25,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005557,7,4,1,19,2,,90,1,24,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005567,8,4,3,18,1,,86,4,41,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005577,9,3,3,16,0,,67,0,32,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001527,1,4,0,19,3,,89,1,46,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001537,2,4,0,17,3,,90,0,53,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001547,3,8,1,34,0,,82,6,54,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001557,4,4,1,14,2,,92,3,31,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001567,5,7,0,15,4,,90,2,47,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001587,7,5,0,18,4,,75,4,43,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001597,8,2,2,17,3,,99,4,49,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001607,9,5,2,27,2,,76,4,42,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001617,10,3,1,22,0,,96,6,34,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001627,11,5,2,20,3,,74,4,30,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001637,12,5,0,13,2,,84,4,52,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001647,13,5,2,20,2,,82,2,40,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001657,14,14,2,12,5,,85,5,37,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001667,15,8,0,20,2,,73,6,48,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001677,16,7,1,11,2,,76,4,45,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001687,17,4,3,21,0,,72,0,57,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001697,18,6,3,15,2,,70,5,48,,5,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001707,19,3,3,14,3,,83,5,39,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001717,20,8,0,21,2,,77,5,44,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001727,21,7,1,12,3,,85,2,49,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001747,23,10,1,29,0,,67,7,46,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001757,24,10,1,12,3,,85,6,41,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001767,25,6,0,19,2,,88,2,47,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001777,26,3,0,16,1,,71,5,33,,6,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005667,1,5,2,17,2,,61,1,34,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005677,2,6,1,19,3,,59,9,33,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005687,3,3,0,15,0,,95,0,42,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005697,4,1,5,25,3,,70,3,24,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005707,5,6,4,19,5,,71,1,26,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005717,6,3,2,15,3,,64,4,24,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005727,7,2,0,19,4,,89,0,35,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005737,8,4,0,21,1,,76,5,32,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005747,9,4,2,19,5,,82,1,28,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005757,10,9,0,11,6,,83,0,35,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005767,11,5,0,21,3,,82,1,31,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005777,12,6,3,21,4,,61,3,48,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005787,13,5,1,23,5,,87,2,27,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005797,14,4,1,15,4,,74,3,40,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005807,15,7,1,22,1,,70,8,26,,4,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005817,16,9,1,17,2,,80,7,27,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005827,17,8,1,23,3,,76,6,44,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005837,18,6,1,18,2,,91,3,36,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007847,1,5,0,12,1,,55,0,23,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007857,2,2,0,13,2,,76,0,27,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007877,4,8,0,14,0,,62,0,23,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007887,5,2,0,10,3,,67,2,21,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007897,6,5,0,18,5,,56,0,18,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007907,7,4,0,16,5,,69,0,36,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007917,8,3,0,11,5,,85,0,19,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007927,9,11,0,11,2,,68,0,20,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007937,10,4,0,8,3,,72,0,20,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007947,11,2,0,2,2,,16,0,4,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005847,1,1,0,9,5,,22,4,30,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005857,2,2,0,12,1,,29,2,28,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005867,3,1,2,11,2,,25,2,21,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006057,1,7,3,15,0,,47,7,41,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006067,2,1,2,9,1,,73,10,42,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006077,3,3,1,18,1,,64,5,38,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006087,4,5,2,16,0,,39,2,22,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006097,5,4,3,10,1,,73,4,41,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006107,6,6,0,11,1,,68,0,31,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006117,7,2,0,21,5,,64,0,40,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006137,9,3,0,18,0,,61,0,18,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006147,10,3,1,18,1,,59,2,34,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006157,11,3,0,10,1,,76,4,29,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006167,12,2,4,11,2,,49,2,43,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006177,13,4,0,18,2,,67,4,37,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006187,14,6,0,13,2,,65,1,44,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006207,16,6,0,15,1,,67,5,39,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005927,1,7,1,15,6,,64,3,40,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005937,2,4,0,16,3,,64,6,40,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005947,3,2,0,17,4,,62,0,52,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005957,4,6,2,10,2,,60,1,41,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005967,5,4,1,21,1,,60,5,40,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005977,6,4,0,14,2,,75,3,39,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005987,7,2,1,21,1,,74,5,29,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006007,9,2,0,18,3,,82,6,39,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006017,10,6,4,20,2,,62,6,31,,5,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006027,11,4,1,19,2,,57,2,41,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006037,12,2,0,14,4,,79,2,31,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006047,13,3,1,14,3,,79,2,53,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006237,1,3,3,11,4,,81,2,35,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006257,3,3,0,12,4,,73,5,42,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006267,4,0,2,22,8,,73,4,30,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006297,7,1,1,14,1,,75,6,34,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006307,8,3,0,11,2,,77,5,39,,6,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006337,1,3,2,14,4,,87,4,28,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006347,2,3,0,22,3,,94,4,27,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006357,3,6,1,12,6,,98,3,37,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006367,4,6,2,13,1,,81,6,47,,6,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006377,5,2,3,15,5,,118,7,29,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006387,6,1,0,2,0,,14,0,10,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006447,1,8,2,14,1,,76,3,41,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006457,2,4,0,17,5,,75,5,32,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006467,3,8,0,18,4,,81,6,35,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006477,4,10,0,19,3,,89,1,30,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007707,1,5,0,10,4,,88,6,25,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007717,2,7,2,17,1,,78,4,26,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007727,3,7,1,17,2,,83,2,33,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007737,4,5,0,11,3,,98,3,35,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007747,5,6,6,11,1,,79,4,42,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007757,6,3,2,12,6,,87,1,28,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007777,8,3,2,15,6,,77,8,32,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007787,9,0,0,3,1,,13,2,4,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002197,1,8,0,29,3,,75,4,27,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002207,2,9,1,21,11,,59,4,21,,4,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002217,3,4,4,24,1,,75,1,34,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002237,5,10,1,28,3,,62,1,27,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002247,6,10,0,18,6,,74,1,25,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002257,7,1,1,18,3,,82,3,36,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002267,8,5,1,17,3,,76,4,33,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002277,9,7,2,22,9,,71,1,23,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002287,10,5,0,26,1,,74,2,24,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002297,11,4,1,25,4,,70,3,28,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002307,12,5,1,22,7,,59,3,31,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002317,13,2,1,4,2,,31,1,13,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007007,1,3,0,16,4,,73,0,36,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007017,2,7,1,24,1,,72,6,36,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007027,3,4,2,18,0,,75,6,44,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007037,4,3,0,18,2,,83,2,41,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007047,5,0,1,29,9,,62,3,36,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007057,6,4,1,22,3,,67,5,39,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007067,7,2,0,21,4,,83,5,27,,4,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007077,8,4,1,24,3,,79,4,30,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007087,9,3,0,19,4,,69,5,29,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007097,10,3,2,21,7,,69,3,31,,4,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007107,11,9,1,18,0,,72,4,44,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007117,12,1,2,20,2,,49,10,30,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007127,13,8,2,20,4,,73,4,43,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007137,14,6,0,14,3,,88,10,30,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007147,15,2,0,16,7,,64,1,34,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007157,16,5,2,21,2,,86,4,40,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007167,17,1,0,19,1,,96,4,36,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007177,18,1,1,4,1,,24,0,15,,4,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006807,1,3,1,13,2,,78,6,64,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006827,3,4,0,12,4,,65,0,42,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006837,4,3,0,13,5,,74,0,49,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006847,5,7,2,14,5,,70,7,42,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006857,6,6,1,21,4,,106,2,45,,4,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006867,7,4,0,7,1,,89,7,37,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006877,8,3,2,15,3,,84,9,34,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006887,9,5,1,15,4,,82,3,43,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006897,10,5,0,12,1,,79,0,18,,1,,,,11,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006907,11,2,0,19,2,,78,0,51,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006917,12,8,0,21,2,,88,4,33,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006927,13,3,3,16,4,,78,8,42,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006937,14,2,0,27,1,,86,6,43,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006947,15,1,0,3,0,,19,0,4,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004807,3,8,1,19,5,,82,2,32,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004817,4,9,0,18,2,,72,0,25,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004827,5,10,1,12,4,,91,1,25,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004837,6,9,1,22,3,,61,2,27,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004857,8,4,0,15,3,,69,2,29,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004867,9,10,0,12,6,,68,2,21,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004877,10,7,1,17,4,,83,1,22,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004887,11,13,3,19,4,,64,0,34,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004897,12,9,0,8,5,,87,0,33,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004907,13,11,0,21,11,,84,0,19,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004927,15,9,2,9,5,,65,2,28,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004937,16,1,0,15,6,,73,0,23,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004947,17,7,2,9,3,,79,3,28,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004957,18,7,0,4,3,,83,7,25,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004967,19,4,0,20,5,,84,1,20,,6,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004977,20,1,0,2,2,,31,1,10,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006397,1,1,1,16,1,,71,4,64,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006407,2,0,1,11,2,,79,8,66,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006417,3,5,2,8,4,,78,8,51,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006427,4,3,2,17,3,,87,10,47,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006437,5,0,2,7,1,,46,3,32,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006617,1,9,3,29,2,,65,6,34,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006627,2,11,2,17,6,,69,7,27,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006637,3,5,1,18,1,,92,6,38,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006647,4,9,2,18,3,,65,7,41,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006667,6,2,2,15,0,,50,6,19,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002507,1,7,4,20,10,,50,3,23,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002527,3,1,0,22,1,,52,3,25,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002537,4,2,0,41,4,,74,2,23,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002547,5,4,4,18,4,,54,1,29,,1,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002567,7,1,1,13,6,,58,0,30,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002577,8,3,1,27,2,,59,0,28,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002587,9,16,0,25,7,,58,0,25,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002597,10,7,1,27,6,,55,2,28,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002607,11,5,4,16,7,,58,2,20,,6,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002617,12,8,0,7,2,,56,0,32,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002627,13,7,2,22,3,,57,3,26,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002637,14,5,1,15,5,,64,5,33,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002647,15,7,3,18,9,,70,3,24,,4,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002657,16,6,0,18,3,,70,1,21,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002667,17,3,1,9,6,,71,4,31,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002677,18,4,1,20,2,,64,4,36,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002687,19,6,0,23,2,,56,6,23,,3,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002697,20,2,2,19,2,,44,1,16,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007467,1,7,2,15,3,,63,1,23,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007477,2,4,1,12,4,,74,7,30,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007487,3,8,2,12,3,,64,5,42,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007497,4,5,0,15,4,,63,0,37,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007507,5,9,0,19,2,,78,2,35,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007517,6,3,3,18,2,,65,4,29,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007527,7,7,2,27,4,,52,2,24,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007537,8,7,0,18,2,,59,0,25,,3,,,,5,,
