CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,DESPIERTA,MTS,PATRIA-UNIDOS,TUFE,CPEM-B,LIBRE,A-UPP,VAMOS,NGP,APB-SUMATE,MNR,AVANZAR,F.S.D.
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002617,4,11,3,44,7,1,,10,,0,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001317,1,30,1,35,11,2,,22,,0,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001327,2,28,7,38,17,0,,25,,0,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001337,3,24,8,40,15,1,,28,,3,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001347,4,34,1,32,17,3,,22,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001357,5,17,6,44,10,7,,21,,4,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001367,6,32,8,51,14,1,,22,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001377,7,34,1,41,9,2,,24,,0,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001387,8,29,5,47,9,1,,24,,7,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001397,9,2,2,9,2,0,,3,,0,,1,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003717,1,19,6,55,8,4,,23,,5,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003727,2,19,4,58,7,2,,28,,0,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003737,3,6,3,14,0,0,,3,,2,,1,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000397,1,23,8,46,9,2,,16,,3,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000407,2,23,2,58,9,2,,17,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000417,3,31,10,43,6,0,,15,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000427,4,24,16,42,12,5,,20,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000437,5,30,6,43,10,5,,18,,4,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000447,6,15,5,51,13,4,,17,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000457,7,18,4,56,13,3,,15,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000467,8,23,7,48,13,3,,18,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000477,9,15,6,56,15,5,,26,,9,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000487,10,22,5,57,5,2,,21,,5,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000497,11,12,13,39,11,2,,24,,5,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000507,12,32,7,35,10,3,,13,,6,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000517,13,21,9,62,5,4,,11,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000527,14,13,6,59,12,1,,19,,5,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000537,15,26,9,44,16,5,,20,,5,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000547,16,21,7,53,16,3,,14,,4,,31,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000557,17,13,11,50,12,1,,32,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000567,18,18,3,40,10,5,,20,,5,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003747,1,17,4,43,10,4,,29,,4,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003757,2,11,5,58,12,2,,27,,2,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003767,3,22,4,50,18,2,,21,,0,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003777,4,17,3,46,11,1,,17,,0,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003787,5,24,2,46,11,6,,26,,0,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003797,6,22,3,50,12,6,,37,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003807,7,28,6,40,23,2,,25,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003817,8,12,2,43,9,3,,27,,2,,29,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003827,9,29,4,43,13,0,,15,,0,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003837,10,12,1,40,16,2,,21,,2,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001587,1,28,7,29,10,2,,10,,0,,49,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001597,2,30,6,32,22,4,,19,,1,,37,,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001607,3,13,1,11,8,1,,6,,0,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002017,1,37,3,67,10,2,,20,,1,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002027,2,36,2,66,14,2,,21,,0,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002037,3,27,0,63,15,2,,12,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002047,4,23,4,64,15,2,,20,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002057,5,28,2,57,17,5,,11,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002067,6,37,4,63,13,4,,18,,0,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002077,7,39,5,68,9,2,,18,,0,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002087,8,33,4,62,19,2,,7,,2,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002097,9,24,7,72,10,6,,11,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002107,10,41,5,66,12,2,,14,,1,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002117,11,23,4,63,11,1,,19,,2,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002127,12,25,6,73,14,1,,19,,3,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002137,13,40,6,68,7,1,,17,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002147,14,26,2,49,18,4,,19,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002157,15,7,2,17,2,0,,3,,0,,0,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001407,1,19,3,45,12,2,,25,,8,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001417,2,22,4,40,11,3,,24,,6,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001427,3,21,6,52,14,4,,21,,6,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001437,4,25,6,36,9,4,,21,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001447,5,25,7,36,10,2,,28,,5,,30,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001457,6,23,8,41,15,5,,23,,4,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001467,7,27,7,55,13,3,,16,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001477,8,22,4,52,20,3,,23,,0,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001487,9,20,9,39,11,2,,20,,3,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001497,10,24,4,41,20,4,,21,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001507,11,22,1,19,12,2,,10,,3,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001227,1,24,13,30,21,2,,15,,3,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001237,2,17,4,39,7,4,,27,,4,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001247,3,21,7,31,12,0,,19,,2,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001257,4,11,7,27,14,3,,23,,1,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001267,5,16,7,34,15,1,,26,,2,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001277,6,26,4,33,11,3,,28,,6,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001287,7,20,4,41,8,1,,23,,5,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001297,8,25,2,27,11,2,,22,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001307,9,21,6,36,12,2,,20,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000857,1,20,4,37,14,8,,29,,3,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000867,2,19,6,41,25,2,,21,,1,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000877,3,20,3,46,7,2,,22,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000887,4,29,9,33,10,1,,30,,3,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000897,5,3,0,8,1,0,,5,,1,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003577,1,35,3,58,15,3,,12,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003587,2,44,2,69,10,1,,12,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003597,3,31,2,73,14,2,,15,,0,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003607,4,41,2,59,14,2,,12,,3,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003617,5,41,4,65,13,3,,7,,1,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003627,6,38,1,72,13,0,,11,,1,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003637,7,8,2,11,4,0,,4,,0,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003647,1,25,4,69,16,8,,22,,8,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003657,2,31,2,72,25,4,,22,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003667,3,27,5,75,17,3,,26,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003677,4,20,6,78,26,7,,17,,5,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003687,5,6,1,25,1,0,,4,,2,,1,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002407,1,21,3,79,13,7,,16,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002417,2,24,5,52,10,6,,25,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002427,3,34,2,69,14,5,,11,,0,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002437,4,25,1,65,14,3,,20,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002447,5,17,4,81,18,2,,16,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002457,6,5,0,9,2,0,,2,,0,,2,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000287,1,25,8,49,11,1,,18,,5,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000297,2,35,10,35,17,1,,20,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000307,3,21,10,48,15,2,,23,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000317,4,19,12,42,17,3,,21,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000327,1,36,9,48,15,6,,15,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000337,2,31,5,53,13,1,,14,,0,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000347,3,23,6,49,11,1,,11,,0,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000357,1,23,3,63,15,6,,17,,0,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000367,2,39,3,58,9,3,,24,,2,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000377,3,51,1,62,13,3,,13,,0,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000387,4,31,3,52,9,2,,10,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002497,1,38,2,58,12,3,,16,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002507,2,36,3,61,16,2,,12,,3,,26,,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002517,3,9,1,24,3,1,,5,,0,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001837,1,21,2,58,10,3,,19,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001847,2,20,1,64,16,5,,23,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001857,3,36,2,55,16,1,,15,,0,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001867,4,24,6,52,22,2,,20,,1,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001877,5,32,7,38,11,6,,18,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002627,1,30,2,76,9,5,,13,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002637,2,25,3,79,9,4,,14,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002647,3,31,3,77,9,2,,9,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002657,4,10,0,21,4,3,,4,,0,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002837,1,24,14,59,11,1,,13,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002847,2,21,7,56,13,8,,18,,3,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002857,3,26,8,66,13,3,,23,,3,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002867,4,20,9,54,14,3,,34,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002877,5,27,3,46,12,1,,27,,0,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002887,6,19,5,50,9,1,,25,,1,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002897,7,26,6,35,12,3,,23,,4,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002907,8,15,9,47,14,2,,23,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002917,9,24,5,43,14,3,,29,,4,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002927,10,28,15,43,14,4,,24,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002937,11,6,2,12,5,0,,8,,2,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003217,1,25,15,66,7,2,,23,,2,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003227,2,22,14,70,9,3,,21,,0,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003237,3,38,6,67,11,3,,15,,3,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003247,4,31,7,41,17,3,,13,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003257,5,21,5,64,19,4,,24,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003267,6,28,5,79,12,1,,19,,0,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003277,7,23,8,74,12,6,,16,,3,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003287,8,17,7,63,17,6,,26,,2,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002947,1,20,6,48,12,1,,29,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002957,2,17,14,52,16,4,,33,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002967,3,22,9,51,13,8,,31,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002977,4,20,9,50,20,2,,18,,1,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002987,5,20,4,43,14,5,,21,,3,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002997,6,23,4,57,14,4,,27,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003007,7,15,13,43,5,5,,20,,0,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003017,8,25,4,45,7,7,,26,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003027,9,21,7,52,6,2,,24,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003037,10,19,7,52,11,4,,27,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003047,11,20,7,55,18,6,,20,,0,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003057,12,8,1,11,1,2,,8,,1,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003847,1,25,4,67,13,1,,20,,1,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003857,2,22,4,57,10,6,,35,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003867,3,34,8,53,15,0,,21,,0,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003877,4,16,6,68,27,4,,27,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003887,5,21,5,65,11,1,,21,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003897,6,13,1,18,8,0,,8,,1,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001517,1,17,7,53,10,3,,22,,2,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001527,2,26,8,33,19,3,,24,,1,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001537,3,21,5,51,14,3,,24,,9,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001547,4,23,3,43,11,2,,28,,8,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001557,5,21,6,49,14,4,,17,,1,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001567,6,22,2,39,16,1,,18,,6,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001577,7,22,5,36,5,3,,18,,4,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003907,1,32,4,60,15,6,,19,,2,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003917,2,37,4,87,10,2,,16,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003927,3,34,2,67,13,2,,22,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003937,4,35,1,75,17,2,,10,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003947,5,35,2,68,11,1,,19,,3,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003957,6,16,0,62,7,5,,6,,0,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,32370,U.E. Hernán Melgar Justiniano,8001097,1,20,11,50,15,8,,28,,5,,20,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000017,1,11,3,59,3,0,,9,,2,,12,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000027,2,10,0,58,5,3,,13,,4,,17,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000037,3,9,4,54,2,1,,14,,3,,20,,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000047,4,5,1,35,0,0,,7,,3,,7,,
1,Cercado,1,Trinidad,2528,Puerto Ballivián,1,Esc. Puerto Ballivian,8000057,1,34,3,33,7,3,,4,,3,,8,,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000067,1,7,4,48,17,3,,11,,3,,30,,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000077,2,17,4,32,15,0,,19,,2,,25,,
1,Cercado,1,Trinidad,2534,San Juan de Aguas Dulces,1,Esc. San Juan De Aguas Dulces,8000087,1,5,0,66,0,0,,0,,4,,13,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000097,1,34,3,34,5,0,,21,,2,,32,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000107,2,34,0,38,9,1,,15,,5,,21,,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000117,3,47,1,45,2,1,,11,,0,,42,,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000127,1,30,0,44,11,4,,15,,2,,18,,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000137,2,19,0,18,1,0,,9,,1,,18,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000147,1,31,3,43,12,2,,10,,5,,18,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000157,2,32,2,32,17,4,,6,,1,,16,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000167,3,25,5,23,12,1,,5,,5,,24,,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000177,4,15,2,11,7,7,,4,,3,,7,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004017,1,4,40,64,7,,,8,,4,,26,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004027,2,1,54,55,15,,,7,,4,,15,,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004037,3,2,62,77,7,,,4,,2,,27,,
1,Cercado,2,San Javier,2532,Espíritu Santo,2,Escuela Espiritu Santo,8004047,1,0,7,22,3,,,0,,13,,1,,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004057,1,2,1,91,31,,,8,,11,,9,,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004067,2,4,6,83,38,,,6,,11,,5,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004077,1,1,2,91,23,,,9,,5,,11,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004087,2,2,3,56,35,,,8,,0,,19,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004097,3,3,1,68,24,,,14,,7,,11,,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004107,4,1,3,41,27,,,15,,7,,6,,
