CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,CDC,PDC,ISA,APB-SUMATE,A-UPP,NGP
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002661,17,37,7,41,15,9,0,4,7
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002671,18,37,9,44,19,5,0,4,1
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002681,19,34,8,42,9,6,4,6,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002691,20,25,3,25,22,5,0,6,9
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007461,1,27,9,44,16,6,3,4,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007471,2,47,4,53,17,3,0,4,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007481,3,42,6,52,11,4,1,4,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007491,4,36,7,53,16,6,1,2,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007501,5,40,7,54,16,3,2,5,6
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007511,6,45,4,47,18,4,1,5,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007521,7,26,5,42,31,4,4,9,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007531,8,38,6,45,14,4,4,5,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007541,9,25,19,31,13,6,0,3,6
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007551,10,44,6,53,16,5,1,1,0
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007561,11,44,11,55,16,3,0,1,2
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007571,12,45,6,57,15,6,1,6,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007581,13,22,5,39,18,3,1,3,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007301,8,35,5,57,22,11,1,2,11
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007311,9,42,8,44,17,2,1,1,8
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007321,10,43,6,47,17,11,3,5,9
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007331,11,33,4,62,16,4,1,3,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007341,12,39,9,52,18,8,0,4,10
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007351,13,44,6,59,16,4,3,2,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007361,14,45,4,59,11,3,0,2,8
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007371,15,35,4,70,19,2,2,1,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007381,16,36,4,65,16,6,0,2,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007391,17,28,6,39,17,8,4,4,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003411,3,33,8,43,25,3,2,4,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003441,6,41,6,49,15,7,0,5,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003461,8,36,6,36,12,10,1,3,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003541,16,46,8,36,14,5,0,12,7
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003551,17,35,7,54,22,5,0,1,9
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002711,2,44,5,43,31,7,2,4,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002721,3,39,10,46,16,7,2,4,7
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002731,4,29,5,46,16,8,2,2,11
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002741,5,42,7,34,24,2,0,7,6
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002751,6,34,7,47,24,7,1,3,6
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002761,7,53,12,44,24,2,1,5,9
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002771,8,44,8,38,30,5,2,8,9
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002781,9,55,5,40,22,10,2,3,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002791,10,33,8,36,36,7,4,4,10
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002801,11,43,5,53,23,7,1,2,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002811,12,31,4,50,22,6,2,5,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002821,13,44,13,26,16,8,2,2,7
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002831,14,13,4,10,8,7,0,2,2
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001781,1,43,9,40,17,5,2,5,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001791,2,47,6,42,19,12,0,7,3
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001801,3,36,8,41,16,5,0,2,10
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001811,4,22,9,35,19,6,0,6,5
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001821,5,38,6,53,16,2,0,6,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001831,6,36,9,44,10,6,0,2,11
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001841,7,39,7,38,18,7,3,3,6
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001851,8,34,11,46,14,9,2,5,9
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001861,9,29,4,49,20,4,1,3,1
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001871,10,5,2,8,3,2,0,0,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003801,1,42,5,67,17,1,0,3,6
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003811,2,57,11,49,13,2,1,2,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003821,3,43,10,63,10,5,1,2,6
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003831,4,48,11,64,14,2,3,4,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003841,5,39,5,49,13,8,2,0,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003851,6,54,10,63,24,10,1,1,11
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003861,7,44,8,65,9,5,0,1,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003871,8,53,11,44,22,5,1,6,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003881,9,49,9,62,19,3,2,1,9
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003901,11,37,3,58,26,6,1,2,8
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003911,12,60,7,56,14,3,0,1,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003921,13,45,7,67,17,2,0,2,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003931,14,46,4,52,26,2,2,5,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003941,15,35,6,63,25,3,0,3,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003951,16,45,6,39,18,10,3,1,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003961,17,40,7,64,16,7,1,4,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003971,18,46,5,59,11,1,5,3,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003981,19,65,4,48,22,1,4,4,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003091,2,45,3,37,17,5,5,7,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003101,3,32,1,50,22,6,0,1,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003111,4,26,1,49,17,5,1,5,11
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003121,5,21,4,32,22,9,2,9,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003141,7,35,6,49,20,6,4,11,10
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003161,9,47,9,32,18,3,2,4,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003171,10,31,5,39,22,11,1,7,8
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003181,11,30,11,42,20,3,2,4,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003191,12,42,8,33,15,9,4,3,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003201,13,30,8,45,31,3,1,7,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003211,14,37,10,33,25,2,2,6,11
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003221,15,28,8,43,29,9,1,7,1
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003251,18,36,6,40,25,7,1,4,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003261,19,33,10,37,19,6,0,11,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003281,21,26,7,30,18,3,1,3,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006681,2,50,3,58,22,2,5,2,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006691,3,45,8,56,14,3,1,6,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006701,4,42,8,48,15,3,3,2,9
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006711,5,40,6,60,24,2,0,3,8
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006721,6,48,10,44,12,4,3,4,11
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006731,7,51,5,40,20,2,0,4,10
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006741,8,58,4,62,15,1,3,6,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006751,9,41,5,66,19,5,1,3,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006761,10,50,8,43,16,7,0,2,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006771,11,6,1,4,1,1,2,0,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004471,1,43,9,40,13,9,3,5,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004491,3,42,8,42,15,4,1,3,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004501,4,45,17,51,20,10,1,6,8
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004511,5,43,5,55,18,2,1,4,7
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004521,6,44,9,58,15,2,1,3,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004531,7,30,8,56,15,6,2,3,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004551,9,42,6,35,17,5,3,2,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004561,10,49,13,44,12,5,3,2,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004571,11,33,4,57,23,5,1,2,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004581,12,40,17,54,13,4,1,2,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004591,13,42,12,43,20,3,1,7,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004601,14,13,4,13,8,2,0,0,1
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006561,1,46,9,58,11,4,2,1,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006571,2,48,13,65,13,2,5,1,10
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006581,3,43,7,54,14,7,4,4,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006591,4,39,7,66,17,3,2,3,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006601,5,39,6,55,14,1,2,3,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003301,2,39,7,28,28,5,1,3,10
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003341,6,33,4,32,21,10,1,8,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003351,7,30,4,29,25,12,0,5,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006491,2,56,5,53,14,7,2,1,6
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006501,3,62,5,47,21,4,6,3,2
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006511,4,57,5,68,9,2,1,3,5
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006521,5,54,4,54,10,5,7,4,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006541,7,55,7,58,10,6,1,4,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006551,8,16,4,28,3,2,0,0,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003591,1,38,8,50,23,8,2,1,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003601,2,35,5,27,20,5,1,2,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003611,3,48,3,37,20,6,1,2,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003621,4,42,7,34,23,13,3,7,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003631,5,60,4,47,22,5,2,0,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003641,6,35,7,48,25,9,2,4,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003651,7,38,4,47,18,8,1,8,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003661,8,40,8,30,31,7,3,6,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003671,9,36,5,29,29,6,2,4,10
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003691,11,24,9,40,20,5,2,6,27
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003701,12,39,12,34,17,7,2,4,11
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003711,13,42,5,67,17,5,0,1,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003721,14,40,10,51,18,3,2,4,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003731,15,34,6,38,17,9,2,4,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003741,16,36,7,44,19,6,1,11,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003751,17,42,4,47,11,11,3,3,10
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003761,18,43,9,39,29,9,0,2,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003771,19,37,2,30,12,23,0,3,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003781,20,40,4,31,21,12,3,7,13
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003791,21,8,1,5,0,0,1,0,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004281,1,42,11,54,23,4,2,5,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004291,2,65,8,49,15,4,0,3,11
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004301,3,47,9,39,19,3,2,0,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004311,4,49,8,47,20,2,1,3,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004321,5,53,7,56,18,3,0,3,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004331,6,52,8,67,22,5,1,3,7
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004341,7,52,9,42,25,1,1,6,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004361,9,44,9,59,18,2,2,2,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004441,17,28,13,72,21,3,1,6,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004461,19,38,8,32,10,3,2,1,3
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005391,1,41,5,53,21,5,3,1,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005401,2,47,9,66,20,1,0,3,4
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005421,4,43,10,72,18,0,2,3,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005431,5,42,8,59,27,3,0,0,6
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005471,9,38,6,61,31,3,0,1,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005481,10,37,4,55,15,6,2,5,2
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002001,1,69,10,58,16,0,0,6,5
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002021,3,48,10,65,23,1,1,1,11
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004031,1,30,9,31,18,6,1,3,11
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004041,2,28,4,37,18,9,4,6,9
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004051,3,37,5,34,31,4,0,5,12
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004061,4,33,8,33,22,6,1,10,10
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004071,5,25,4,50,27,9,1,6,6
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004081,6,8,3,9,3,1,0,0,1
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007411,1,23,9,67,13,2,2,3,4
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007421,2,40,6,47,8,2,1,8,6
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007441,4,43,5,60,14,8,1,1,8
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007591,1,30,10,33,23,9,1,3,11
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007601,2,24,8,37,15,7,1,10,6
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007611,3,31,8,32,19,10,2,11,11
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007621,4,28,7,37,24,7,0,3,8
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007631,5,34,7,26,18,11,0,3,4
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007641,6,42,4,28,15,6,0,11,5
1,Cercado,1,Tarija,2680,Tarija,26477,U.E. Los Laureles,6007661,2,43,11,37,17,13,1,7,10
1,Cercado,1,Tarija,2680,Tarija,31053,Coliseo 15 de noviembre,6001881,1,39,4,39,17,7,1,5,0
1,Cercado,1,Tarija,2680,Tarija,31053,Coliseo 15 de noviembre,6001891,2,40,4,46,17,3,1,7,5
1,Cercado,1,Tarija,2680,Tarija,31053,Coliseo 15 de noviembre,6001901,3,28,6,48,20,3,0,4,6
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001091,1,38,7,62,19,4,0,4,4
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001101,2,46,12,68,15,2,5,1,3
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001111,3,50,7,57,14,7,3,4,11
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001121,4,41,7,66,19,3,5,1,2
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001131,5,62,5,43,12,2,3,2,3
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001141,6,44,3,62,10,3,2,2,9
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001151,7,46,6,61,11,4,2,2,5
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001161,8,50,4,63,13,2,1,3,7
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001171,9,53,9,65,7,3,0,3,2
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001181,10,42,8,68,14,5,0,4,8
1,Cercado,1,Tarija,2680,Tarija,31055,Coliseo San Roque,6001191,11,25,3,13,4,1,1,1,2
1,Cercado,1,Tarija,2680,Tarija,31056,U.E. Emma Rossel (Kinder),6005211,1,39,9,53,19,4,1,5,6
1,Cercado,1,Tarija,2680,Tarija,31056,U.E. Emma Rossel (Kinder),6005231,3,49,5,63,11,2,3,5,6
1,Cercado,1,Tarija,2680,Tarija,31056,U.E. Emma Rossel (Kinder),6005241,4,27,2,27,13,3,1,6,5
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005871,1,50,10,51,21,4,0,1,4
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005881,2,38,4,49,16,3,0,0,4
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005891,3,34,9,74,5,4,0,1,3
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005901,4,47,7,58,14,7,0,5,10
1,Cercado,1,Tarija,2680,Tarija,31058,U.E. San Jorge Inicial (Kinder),6005911,5,34,8,53,10,1,0,1,4
1,Cercado,1,Tarija,2680,Tarija,31060,U.E. Bolivia Inicial (Kinder),6006971,3,60,3,60,13,2,6,1,3
1,Cercado,1,Tarija,2680,Tarija,31060,U.E. Bolivia Inicial (Kinder),6006981,4,52,1,71,12,3,6,1,5
1,Cercado,1,Tarija,2680,Tarija,31061,Centro de educación Especial El Refugio,6007181,1,51,11,50,17,7,1,2,6
1,Cercado,1,Tarija,2680,Tarija,31061,Centro de educación Especial El Refugio,6007191,2,49,6,39,17,7,3,3,10
1,Cercado,1,Tarija,2680,Tarija,31061,Centro de educación Especial El Refugio,6007201,3,37,3,61,14,3,3,6,6
1,Cercado,1,Tarija,2680,Tarija,31061,Centro de educación Especial El Refugio,6007211,4,46,9,63,11,5,2,2,6
1,Cercado,1,Tarija,2680,Tarija,32142,U. E. José Manuel Ávila 3 (KINDER),6004001,1,48,8,37,26,6,3,2,6
1,Cercado,1,Tarija,2680,Tarija,32142,U. E. José Manuel Ávila 3 (KINDER),6004011,2,48,8,48,29,1,3,4,7
1,Cercado,1,Tarija,2680,Tarija,32142,U. E. José Manuel Ávila 3 (KINDER),6004021,3,55,6,49,20,2,0,0,9
1,Cercado,1,Tarija,2680,Tarija,32338,U.E. Andalucía,6006221,1,45,5,51,12,2,0,3,3
1,Cercado,1,Tarija,2680,Tarija,32414,U.E. San Antonio 2,6006781,1,45,8,65,23,3,3,6,4
1,Cercado,1,Tarija,2680,Tarija,32414,U.E. San Antonio 2,6006791,2,27,4,37,7,2,2,2,2
1,Cercado,1,Tarija,2680,Tarija,32460,U.E. Jesús Buen Pastor,6001931,1,44,12,54,18,8,2,1,6
1,Cercado,1,Tarija,2680,Tarija,32460,U.E. Jesús Buen Pastor,6001941,2,36,11,42,8,5,2,6,4
1,Cercado,1,Tarija,2680,Tarija,32460,U.E. Jesús Buen Pastor,6001951,3,40,2,46,18,4,1,4,9
1,Cercado,1,Tarija,2680,Tarija,32460,U.E. Jesús Buen Pastor,6001961,4,50,12,46,19,3,1,0,4
1,Cercado,1,Tarija,2680,Tarija,32460,U.E. Jesús Buen Pastor,6001971,5,19,5,25,7,6,2,0,3
1,Cercado,1,Tarija,2680,Tarija,32461,U.E. Castelfort Catellanos I (secundaria),6005641,7,62,5,64,10,2,5,0,3
5,Méndez,1,San Lorenzo,1997,Rancho Norte,8,U.E. Serapio Martinez,6016121,1,56,17,57,,6,10,,11
5,Méndez,1,San Lorenzo,1997,Rancho Norte,8,U.E. Serapio Martinez,6016171,6,39,13,54,,18,9,,8
5,Méndez,1,San Lorenzo,1999,Tucumilla,10,U.E. Tucumillas,6016221,1,22,5,19,,4,4,,5
